缂栧彿,鍙戠敓鏃堕棿,鍖哄煙,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,鏈€澶у皬鏃堕洦寮?mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
3447,2017/7/15,鄠邑区祖庵,868,38,1172,40,13,0.9,10,4,0,0,0,0,0
3449,2018/10/8,长安区小峪,1899,21.6,340,67,0,0.9,11.7,2,0,0,0,0,0
3450,2020/5/16,鄠邑区祖庵,2289,35.4,27,40,2,0.8,20.9,3,0,1,1,0,0
3451,2011/12/19,阎良区新兴,855,17,41,37,1,1.2,32,1,0,0,0,0,0
3454,2010/4/16,长安区小峪,1960,35.4,41,86,10,0.7,28,3,1,0,1,0,0
3455,2014/7/17,高陵区鹿苑,970,18.7,156,36,27,0.6,48,1,1,1,1,0,1
3456,2012/6/10,蓝田县蓝关,1535,35.3,15,40,28,1.1,36,5,1,0,1,0,1
3458,2020/9/28,周至县王家河,1547,28.8,818,95,33,1.1,51.4,4,1,1,1,0,0
3459,2018/7/26,未央区未央宫,533,17.1,229,30,14,1,18.1,1,0,1,1,0,0
3460,2023/8/14,周至县厚畛子,1599,28.1,1330,40,6,0.6,14.8,0,0,1,0,0,0
3461,2015/8/16,鄠邑区涝峪,2327,37.2,205,73,4,1.1,17.2,4,0,1,0,0,0
3462,2017/9/15,阎良区关山,716,22.9,707,55,39,1.1,10.4,4,0,0,0,0,0
3463,2013/7/13,蓝田县葛牌,1240,34.7,240,41,16,0.6,24,2,1,1,0,0,0
3466,2010/7/3,蓝田县玉川,1705,27.8,130,69,11,0.9,31.7,3,0,1,0,0,0
3467,2016/9/11,雁塔区杜城,365,25.1,104,30,32,0.7,28,1,1,0,1,0,1
3468,2014/10/21,鄠邑区祖庵,1178,40.2,641,40,20,1,11.9,3,1,1,1,0,0
3471,2010/7/20,蓝田县汤峪,937,29.9,146,88,40,1.1,17.4,2,0,1,0,0,0
3473,2016/9/30,未央区未央宫,986,26.2,581,30,30,1.2,21.1,1,1,1,0,0,0
3475,2011/9/23,灞桥区洪庆,699,11.9,82,30,6,0.9,19.2,1,0,0,0,0,0
3476,2010/10/3,长安区蒿沟,2019,38.3,769,40,15,0.8,17.5,0,0,0,0,0,0
3481,2019/11/10,阎良区武屯,508,25,158,30,40,0.6,20,2,0,1,1,0,0
3482,2016/3/10,雁塔区电子城,936,26.4,479,30,3,1.1,5.9,0,0,1,1,0,0
3483,2020/11/11,鄠邑区蒋村,2043,28,96,42,20,0.6,26.7,4,1,0,1,0,1
3484,2013/8/6,蓝田县蓝关,2181,38.3,370,71,24,1.2,30,3,0,1,0,0,1
3486,2023/7/23,灞桥区洪庆,371,15.9,764,40,6,0.9,14.4,1,1,0,0,0,1
3487,2012/9/9,未央区六村堡,382,17,3,30,7,1,11.8,1,1,0,0,0,1
3488,2010/7/28,高陵区鹿苑,760,25.1,229,30,1,1.1,40,4,1,0,0,0,1
3490,2013/9/29,灞桥区席王,584,26.7,485,30,9,0.6,16.2,1,1,1,1,0,0
3491,2016/8/10,蓝田县玉川,2459,28.5,388,91,4,0.7,10.1,2,0,0,0,0,0
3496,2018/10/12,雁塔区曲江,860,22,14,32,14,0.9,50,1,1,0,0,0,0
3497,2023/7/1,长安区子午峪,2485,33.4,16,82,35,1,20,3,0,0,0,0,0
3498,2015/9/19,灞桥区狄寨,956,21,120,57,6,0.7,20,1,0,0,0,0,0
3499,2016/5/9,雁塔区曲江,769,12,677,30,37,1.1,16.7,0,1,1,0,0,1
3500,2015/5/14,周至县马召,1675,28.2,358,91,5,0.7,23.9,3,0,1,1,0,0
3501,2011/3/10,长安区引镇,1463,34.5,349,90,37,1,17.2,3,0,0,0,0,0
3502,2011/11/26,未央区未央宫,381,18.3,39,72,38,0.8,15.4,1,0,1,0,0,1
3503,2017/10/9,长安区引镇,2203,25.1,992,79,12,0.8,30.6,2,1,0,1,0,0
3504,2010/7/24,未央区未央宫,844,22.5,843,37,36,0.8,32,1,0,0,0,0,0
3507,2020/10/12,蓝田县蓝关,903,41.8,67,40,22,1.1,9.4,3,1,1,1,0,1
3508,2013/8/2,长安区蒿沟,1419,25.4,366,95,3,1,32.6,3,0,0,0,0,0
3510,2021/8/3,长安区沣峪,2465,38,39,69,4,1,16,3,0,1,1,0,0
3511,2017/7/5,周至县王家河,2480,37.8,164,66,5,1.2,23.3,4,0,0,0,0,0
3514,2021/5/25,灞桥区白鹿塬,493,17.9,201,30,38,1,13.8,1,0,0,0,0,1
3515,2012/8/18,雁塔区杜城,629,24.2,795,49,27,1,17.6,0,0,0,0,0,0
3517,2011/8/20,长安区小峪,1060,36.9,164,80,4,1,54,3,0,1,1,0,0
3519,2019/9/13,蓝田县九间房,2299,43,31,56,32,1.1,22.6,3,0,0,0,0,0
3522,2019/9/16,临潼区骊山,927,50,106,30,26,0.7,17.3,1,0,1,1,0,0
3523,2023/9/29,长安区引镇,2419,35.9,179,65,28,1.2,28.6,2,0,1,1,0,0
3524,2015/12/24,长安区小峪,2153,39.6,52,74,16,0.8,22.2,0,1,1,0,0,0
3525,2010/7/31,临潼区零口,666,35.7,233,30,12,1.1,18.5,2,0,1,1,0,1
3527,2014/9/6,雁塔区杜城,823,18.1,384,36,24,1.1,22,1,0,0,0,0,1
3528,2010/5/12,临潼区斜口,631,20,434,71,36,0.9,14.9,0,0,0,0,0,0
3530,2016/5/3,鄠邑区蒋村,2144,25.5,325,80,27,0.9,21.8,5,0,0,0,0,0
3531,2023/9/29,雁塔区曲江,874,19.7,12,30,10,0.6,24.6,1,0,0,0,0,0
3532,2011/7/4,雁塔区杜城,992,10,394,42,37,0.6,40,0,1,0,0,0,1
3533,2010/10/21,周至县厚畛子,1112,45.5,627,40,13,0.7,22.2,3,0,1,0,0,0
3536,2010/7/8,周至县厚畛子,1414,29.8,419,73,27,1,10.7,0,0,0,0,0,0
3539,2012/5/27,鄠邑区甘河,2231,44.5,180,51,24,0.8,12.3,0,0,0,0,0,0
3540,2022/8/24,未央区六村堡,684,24.1,546,30,14,1,26.7,1,0,0,0,0,0
3542,2010/9/22,周至县广济,1903,31.2,469,40,36,0.6,20,0,0,1,0,0,0
3543,2010/8/21,周至县马召,1103,25.4,601,89,1,0.7,16.8,4,0,0,0,0,0
3544,2017/7/3,长安区太乙宫,1672,41.6,1,89,2,0.8,30.8,0,0,1,1,0,0
3549,2011/5/23,临潼区代王,913,45.4,255,31,34,0.7,5.1,0,0,1,0,0,0
3551,2018/11/15,长安区蒿沟,872,24.5,176,59,40,0.8,25.9,0,0,0,0,0,0
3552,2020/11/6,长安区蒿沟,994,39.4,570,40,33,1.2,33.5,2,1,0,0,0,0
3555,2020/5/25,高陵区耿镇,560,14.8,205,41,0,1.1,24,4,0,0,0,0,1
3556,2010/7/31,周至县马召,2435,27.3,81,44,11,1,28.2,4,1,1,1,0,0
3558,2017/7/30,长安区引镇,1659,30.5,512,65,16,1.1,11.1,0,0,0,0,0,0
3559,2023/8/18,长安区子午峪,1685,31.4,135,40,12,1,27,0,1,1,1,0,1
3560,2023/5/2,长安区子午峪,1044,46.3,229,48,7,1.2,17.6,3,1,1,1,0,0
3562,2012/9/20,周至县王家河,1331,33.3,122,78,30,1.1,30,0,0,0,0,0,0
3563,2021/9/18,鄠邑区甘河,1982,25.4,1500,77,0,1.1,13.3,0,0,0,0,0,0
3565,2015/6/5,灞桥区洪庆,769,20.4,111,45,17,0.6,12.1,1,1,0,0,0,0
3566,2018/6/5,周至县广济,1606,38.5,578,66,31,0.9,16.7,3,0,0,0,0,0
3567,2020/9/17,阎良区关山,639,24.6,790,58,38,0.6,13,4,0,0,0,0,0
3568,2023/3/22,长安区小峪,868,38.4,3,95,32,1.1,20.8,0,1,0,0,0,0
3569,2017/7/13,雁塔区电子城,659,11.5,52,30,10,0.7,10.9,1,0,1,0,0,0
3570,2018/5/3,鄠邑区玉蝉,1934,30.6,204,57,21,1.2,50,4,0,1,0,0,0
3571,2011/7/2,长安区太乙宫,2366,33.2,119,42,31,1,15.2,2,1,1,0,0,1
3572,2019/9/1,周至县王家河,1705,40.8,20,44,5,0.7,14.8,4,0,1,0,0,0
3573,2017/8/20,未央区谭家,537,27.7,567,30,24,0.9,15.2,1,1,0,1,0,0
3577,2010/8/26,鄠邑区玉蝉,1801,34.6,707,40,28,1.2,19.5,4,1,1,0,0,0
3580,2013/8/7,灞桥区席王,483,22.6,87,59,24,1,17.8,1,1,0,0,0,1
3583,2022/9/22,未央区六村堡,566,18.2,34,30,6,1,31.7,1,0,1,0,0,0
3585,2011/10/7,蓝田县葛牌,1515,36.8,7,40,37,0.7,12.1,3,0,1,0,0,0
3587,2014/9/12,临潼区代王,565,38.9,648,78,29,1.1,47.3,0,0,0,0,0,0
3590,2014/7/8,蓝田县玉川,867,36.4,21,40,23,0.9,29.2,3,1,1,1,0,1
3592,2016/7/17,长安区小峪,1031,37.5,1103,94,1,0.7,6.9,3,0,0,0,0,0
3593,2012/9/23,鄠邑区蒋村,2020,32.3,558,76,33,0.8,29.6,0,0,1,0,0,0
3596,2023/7/7,长安区太乙宫,920,50,201,54,33,0.9,8,0,1,1,1,0,0
3598,2023/11/4,长安区蒿沟,1286,31.9,97,66,19,0.7,50.4,3,1,1,1,0,0
3599,2020/8/7,未央区谭家,973,27.4,605,30,24,0.7,30,1,0,0,0,0,0
3600,2017/9/6,长安区引镇,2460,27,49,84,11,0.6,28,0,0,0,0,0,0
3601,2013/7/21,蓝田县蓝关,2375,36.3,148,45,23,0.8,14.3,5,1,1,1,0,0
3602,2015/9/6,鄠邑区蒋村,1594,42.9,138,84,40,1.1,14.3,3,1,1,1,0,0
3604,2011/8/13,高陵区鹿苑,728,25.2,59,38,4,0.6,16.7,1,1,0,0,0,0
3605,2021/8/5,未央区未央宫,303,12.8,164,30,7,0.6,18.8,1,1,1,1,0,1
3606,2017/7/27,周至县王家河,2077,39.8,11,68,6,0.9,7.2,3,1,1,0,0,0
3608,2018/7/14,阎良区关山,437,12.4,1180,30,15,0.9,15,4,0,1,1,0,1
3610,2014/8/11,临潼区骊山,627,30.2,211,30,37,0.9,12.9,0,1,1,1,0,0
3611,2014/6/10,蓝田县蓝关,2214,38.7,247,82,12,1,8.3,3,1,1,0,0,0
3612,2020/8/8,周至县马召,2006,28.8,48,83,11,0.6,12.1,3,0,0,0,0,0
3613,2020/8/29,长安区沣峪,2025,45.4,665,87,40,1.1,80,0,0,1,1,0,0
3616,2010/5/21,周至县板房子,1991,35.6,24,78,10,1.2,33.9,3,0,0,0,0,0
3618,2016/4/27,鄠邑区祖庵,2439,36.9,81,43,4,0.6,16.3,4,0,1,0,0,1
3620,2022/9/1,长安区沣峪,1023,50,318,91,8,0.7,30.8,3,0,1,1,0,0
3621,2023/9/12,蓝田县蓝关,1130,38.4,1008,95,23,1,10.5,3,0,0,0,0,0
3622,2018/7/28,雁塔区电子城,472,18.3,44,48,17,0.7,23,1,0,0,0,0,1
3623,2011/8/25,蓝田县九间房,881,35.7,140,88,10,1.2,10.9,3,1,1,1,0,0
3624,2010/11/20,灞桥区白鹿塬,394,17.4,183,60,27,1,13.1,1,1,1,0,0,0
3625,2020/7/17,蓝田县葛牌,2099,28.4,220,76,12,0.6,29.2,2,0,0,0,0,0
3627,2015/8/6,雁塔区电子城,567,17.8,317,30,8,1.2,36.2,0,1,1,1,0,0
3628,2018/6/16,周至县板房子,2124,30.1,218,83,36,0.6,41.8,3,1,0,0,0,0
3629,2013/5/22,灞桥区席王,697,19.5,456,80,19,0.6,16.2,1,1,0,1,0,0
3630,2015/9/7,高陵区通远,405,24.6,51,42,37,0.8,13,1,1,1,1,0,0
3631,2020/9/22,未央区谭家,979,17.8,455,41,30,0.6,20,1,1,1,0,0,0
3632,2020/11/16,鄠邑区蒋村,942,23.5,457,40,26,1.2,9.6,0,0,0,0,0,0
3633,2014/9/14,灞桥区席王,625,25.1,106,80,24,0.9,8.7,1,0,1,0,0,0
3634,2016/10/31,临潼区斜口,355,29.5,295,30,18,1.2,13.8,1,0,0,0,0,0
3635,2013/12/14,鄠邑区涝峪,1015,30.8,387,95,21,1.2,8.5,3,0,0,0,0,0
3636,2012/5/17,蓝田县葛牌,1723,25.3,365,85,21,1.1,14.8,3,0,0,0,0,0
3637,2020/5/15,临潼区代王,818,34.7,115,74,23,1,25.9,1,0,1,1,0,0
3639,2018/8/29,蓝田县葛牌,1129,37.7,103,87,18,0.8,12,3,1,0,0,0,0
3641,2012/5/22,鄠邑区蒋村,1425,23.2,58,51,39,0.6,14.5,0,0,0,0,0,0
3643,2021/8/1,雁塔区杜城,449,16.2,62,48,2,0.8,34.5,1,0,1,0,0,1
3645,2018/10/31,雁塔区电子城,920,17,999,57,26,1.2,25,0,0,1,0,0,0
3646,2018/9/21,蓝田县九间房,1446,25,186,70,29,0.8,50,5,0,0,0,0,0
3649,2017/8/14,高陵区通远,831,16.2,206,47,10,0.9,20,4,1,1,1,0,0
3650,2015/7/13,周至县马召,922,27.7,486,95,31,1.1,17.3,3,0,1,1,0,0
3654,2021/7/31,蓝田县蓝关,840,25.6,683,85,6,0.7,16.7,3,1,0,0,0,1
3657,2011/5/27,蓝田县九间房,1545,38.4,509,72,4,1.2,15.6,3,1,0,1,0,0
3658,2020/9/21,雁塔区曲江,863,15,127,30,2,0.6,42,0,1,1,1,0,1
3660,2011/2/5,灞桥区狄寨,612,26.2,208,37,26,0.9,14,1,0,1,0,0,0
3661,2019/8/1,灞桥区白鹿塬,700,20.9,72,30,37,1.2,25,1,0,1,0,0,0
3662,2014/9/23,周至县广济,1343,27,47,56,13,1.2,23,5,0,0,0,0,0
3663,2013/8/21,长安区太乙宫,1026,27,32,64,37,0.6,20.4,3,0,1,0,0,0
3666,2015/12/31,未央区谭家,786,27.5,586,49,35,0.9,7.9,1,1,0,0,0,0
3667,2014/8/17,临潼区零口,777,31.2,542,30,25,1,12,0,0,0,0,0,0
3669,2022/9/8,高陵区耿镇,430,22.2,63,42,14,0.6,20,4,0,1,0,0,1
3672,2022/10/16,雁塔区曲江,490,25.6,180,46,8,1.2,66,1,1,1,1,0,1
3673,2014/9/22,长安区蒿沟,2230,32.1,119,95,1,1.1,12.5,2,1,1,0,0,0
3677,2022/6/15,长安区引镇,870,24.9,226,84,6,0.9,22,0,0,0,0,0,0
3680,2017/5/26,周至县广济,1189,49.2,113,50,2,0.8,5,3,0,0,0,0,0
3681,2019/5/24,雁塔区杜城,798,17.6,436,71,18,0.6,68,1,0,1,1,0,1
3683,2013/7/30,雁塔区杜城,661,14.6,177,38,40,0.9,15,1,0,1,0,0,0
3684,2017/9/15,鄠邑区玉蝉,1851,39.6,136,64,18,1.1,14.5,3,1,1,1,0,0
3687,2018/8/11,高陵区鹿苑,755,24.1,53,30,40,0.8,5.3,4,0,1,0,0,0
3688,2021/10/19,灞桥区洪庆,523,21.7,413,69,22,1.2,9.6,1,0,0,0,0,0
3689,2018/7/6,临潼区斜口,474,47.8,740,30,38,1.2,10.5,0,1,1,1,0,0
3690,2011/12/29,长安区太乙宫,1143,26.9,76,60,4,0.9,21.7,2,1,0,0,0,0
3691,2011/9/27,蓝田县九间房,1868,43.6,1500,95,9,0.6,50,0,1,0,0,0,0
3692,2010/8/24,未央区六村堡,635,13,255,51,21,0.7,38,1,0,0,0,0,0
3694,2012/2/27,周至县板房子,983,27.2,753,82,24,0.9,10.3,5,0,0,0,0,0
3695,2013/7/20,长安区蒿沟,1596,24.7,551,46,7,1.1,17.9,0,0,0,0,0,0
3696,2013/8/25,灞桥区席王,912,19.4,16,30,38,0.7,11.6,1,0,0,0,0,0
3700,2015/5/30,长安区引镇,1510,38,166,40,28,1.1,25.5,3,1,1,1,0,0
3703,2015/8/21,灞桥区洪庆,390,21,221,30,29,1.2,28,1,0,1,0,0,0
3704,2015/10/25,雁塔区电子城,920,19.4,940,56,37,0.7,24.7,1,0,0,0,0,0
3707,2014/8/10,周至县王家河,1677,46.9,471,77,19,0.7,33.3,3,1,0,0,0,0
3708,2017/6/29,临潼区骊山,321,44.4,188,45,39,0.9,8.3,1,1,1,0,0,1
3711,2022/9/1,长安区太乙宫,1555,38.9,251,94,1,0.9,40,0,1,0,0,0,0
3713,2023/9/18,长安区蒿沟,1677,24,229,89,21,0.9,13,0,0,0,0,0,0
3714,2022/7/29,长安区蒿沟,815,35.8,435,40,39,0.9,12.2,2,1,1,1,0,0
3716,2011/9/17,灞桥区洪庆,712,10,259,30,22,0.8,20,1,1,0,1,0,0
3717,2020/8/23,长安区子午峪,864,26,832,40,5,0.8,10.7,3,0,0,0,0,0
3721,2015/7/31,蓝田县玉川,839,38.7,50,84,13,0.6,35.6,5,0,0,0,0,1
3723,2022/9/21,鄠邑区甘河,1938,50,260,91,7,1,11.5,3,0,0,0,0,0
3725,2016/7/30,灞桥区席王,305,23.3,1219,30,23,0.6,22.5,1,0,0,0,0,0
3726,2011/10/16,灞桥区席王,966,22.8,1000,40,3,0.8,9.3,1,0,0,0,0,0
3727,2013/9/10,鄠邑区玉蝉,1859,40.2,73,85,35,0.9,22,4,1,1,0,0,0
3728,2023/7/22,长安区沣峪,1601,20,663,59,11,0.8,46.2,3,0,0,0,0,0
3729,2013/6/3,鄠邑区玉蝉,1209,33,371,75,19,0.9,12.3,5,0,0,0,0,0
3730,2015/8/27,鄠邑区涝峪,818,47.1,35,86,11,0.9,15,3,0,0,0,0,0
3731,2016/8/5,周至县马召,2090,29.9,516,86,11,0.7,32.3,3,0,0,0,0,0
3733,2018/9/30,临潼区代王,920,34,39,41,23,1.2,13.3,2,1,1,0,0,0
3734,2015/7/31,蓝田县汤峪,2317,28.9,1137,62,27,0.7,26.7,5,1,0,0,0,0
3735,2018/5/3,周至县广济,1207,28.2,66,59,29,0.7,12.8,3,0,0,0,0,0
3737,2016/7/7,鄠邑区甘河,2151,44.9,1500,40,25,1.2,25,4,0,1,0,0,0
3739,2016/7/9,临潼区斜口,848,31.3,92,61,11,0.9,23.3,2,1,1,1,0,0
3740,2010/9/28,临潼区代王,629,28.8,1224,30,20,0.6,21.8,1,0,0,0,0,0
3744,2018/8/11,蓝田县蓝关,1660,36.6,253,90,38,0.8,23.6,2,0,0,0,0,0
3745,2015/5/28,周至县广济,1599,34.8,562,73,4,0.8,40,4,1,0,0,0,0
3747,2022/7/28,鄠邑区甘河,1429,35.3,36,82,37,1,8,3,0,0,0,0,0
3748,2011/5/15,周至县王家河,2245,20,788,65,0,0.8,9.8,0,0,0,0,0,0
3749,2014/8/31,灞桥区席王,458,19.1,35,30,13,0.8,15.6,1,1,0,1,0,0
3750,2013/9/15,灞桥区白鹿塬,729,16.1,477,30,32,1,10.7,1,1,1,1,0,0
