编号,发生时间,区域,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,最大小时雨强(mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
3486,2023/7/23,灞桥区洪庆,371,15.9,764,40,18,2.5,14.4,1,1,0,0,0,1
3487,2012/9/9,未央区六村堡,382,17,3,30,10,1.7,11.8,1,1,0,0,0,1
3488,2010/7/28,高陵区鹿苑,760,25.1,229,30,30,1.5,40,4,1,0,0,0,1
3489,2010/8/19,长安区沣峪,2011,25,996,63,68,5.8,23.4,2,0,0,0,1,0
3490,2013/9/29,灞桥区席王,584,26.7,485,30,21,2.6,16.2,1,1,1,1,0,0
3491,2016/8/10,蓝田县玉川,2459,28.5,388,91,49,9.7,10.1,2,0,0,0,0,0
3492,2010/7/2,鄠邑区玉蝉,936,22.5,250,43,21,2.6,16.2,3,0,0,0,1,0
3493,2013/6/16,临潼区零口,628,31,167,30,95,11.5,16.5,1,1,1,0,1,0
3494,2015/2/5,鄠邑区玉蝉,2391,25,90,71,51,3.4,30,3,0,1,0,1,0
3495,2022/7/7,蓝田县蓝关,1105,20,8,40,40,7,11.4,2,1,1,0,1,0
3496,2018/10/12,雁塔区曲江,860,22,14,32,25,1,50,1,1,0,0,0,0
3497,2023/7/1,长安区子午峪,2485,33.4,16,82,21,2.1,20,3,0,0,0,0,0
3498,2015/9/19,灞桥区狄寨,956,21,120,57,19,1.9,20,1,0,0,0,0,0
3499,2016/5/9,雁塔区曲江,769,12,677,30,20,2.4,16.7,0,1,1,0,0,1
3500,2015/5/14,周至县马召,1675,28.2,358,91,37,3.1,23.9,3,0,1,1,0,0
3501,2011/3/10,长安区引镇,1463,34.5,349,90,49,5.7,17.2,3,0,0,0,0,0
3502,2011/11/26,未央区未央宫,381,18.3,39,72,10,1.3,15.4,1,0,1,0,0,1
3503,2017/10/9,长安区引镇,2203,25.1,992,79,49,3.2,30.6,2,1,0,1,0,0
3504,2010/7/24,未央区未央宫,844,22.5,843,37,16,1,32,1,0,0,0,0,0
3505,2018/9/22,周至县厚畛子,2219,50,172,40,58,5,23.2,5,1,1,1,1,0
3506,2017/5/2,长安区太乙宫,1666,33.5,311,78,83,12.2,13.6,2,1,1,1,1,0
3507,2020/10/12,蓝田县蓝关,903,41.8,67,40,34,7.2,9.4,3,1,1,1,0,1
3508,2013/8/2,长安区蒿沟,1419,25.4,366,95,44,2.7,32.6,3,0,0,0,0,0
3509,2018/9/22,鄠邑区蒋村,1055,43.3,579,40,20,1.7,23.5,3,1,1,1,1,0
3510,2021/8/3,长安区沣峪,2465,38,39,69,28,3.5,16,3,0,1,1,0,0
3511,2017/7/5,周至县王家河,2480,37.8,164,66,21,1.8,23.3,4,0,0,0,0,0
3512,2020/12/4,鄠邑区玉蝉,2144,33.9,210,40,24,2.1,22.9,4,1,1,0,1,0
3513,2015/6/12,未央区六村堡,375,21.8,426,40,13,1.8,14.4,1,1,1,1,1,0
3514,2021/5/25,灞桥区白鹿塬,493,17.9,201,30,20,2.9,13.8,1,0,0,0,0,1
3515,2012/8/18,雁塔区杜城,629,24.2,795,49,15,1.7,17.6,0,0,0,0,0,0
3516,2022/12/17,阎良区新兴,768,19.7,817,38,17,1,34,1,1,1,1,1,0
3517,2011/8/20,长安区小峪,1060,36.9,164,80,27,1,54,3,0,1,1,0,0
3518,2022/8/11,阎良区新兴,457,21,73,72,36,7.1,10.1,2,0,1,0,1,1
3519,2019/9/13,蓝田县九间房,2299,43,31,56,26,2.3,22.6,3,0,0,0,0,0
3520,2019/8/22,雁塔区电子城,345,13.9,26,30,19,1.1,34.5,1,0,1,1,1,0
3521,2016/7/24,临潼区代王,875,33.3,18,30,65,7.2,18.1,0,1,0,0,1,0
3522,2019/9/16,临潼区骊山,927,50,106,30,26,3,17.3,1,0,1,1,0,0
3523,2023/9/29,长安区引镇,2419,35.9,179,65,20,1.4,28.6,2,0,1,1,0,0
3524,2015/12/24,长安区小峪,2153,39.6,52,74,50,4.5,22.2,0,1,1,0,0,0
3525,2010/7/31,临潼区零口,666,35.7,233,30,36,3.9,18.5,2,0,1,1,0,1
3526,2023/8/5,灞桥区席王,544,27.1,171,58,11,2.7,8.1,1,1,0,1,1,0
3527,2014/9/6,雁塔区杜城,823,18.1,384,36,11,1,22,1,0,0,0,0,1
3528,2010/5/12,临潼区斜口,631,20,434,71,41,5.5,14.9,0,0,0,0,0,0
3529,2019/7/19,鄠邑区玉蝉,2158,29.7,599,95,61,4.2,29,0,1,0,1,1,0
3530,2016/5/3,鄠邑区蒋村,2144,25.5,325,80,49,4.5,21.8,5,0,0,0,0,0
3531,2023/9/29,雁塔区曲江,874,19.7,12,30,16,1.3,24.6,1,0,0,0,0,0
3532,2011/7/4,雁塔区杜城,992,10,394,42,20,1,40,0,1,0,0,0,1
3533,2010/10/21,周至县厚畛子,1112,45.5,627,40,20,1.8,22.2,3,0,1,0,0,0
3534,2021/8/4,长安区引镇,897,36.4,178,95,60,23.6,5.1,0,0,1,0,1,0
3535,2016/12/22,灞桥区狄寨,755,25.5,85,30,11,1.8,12.2,1,1,1,1,1,0
3536,2010/7/8,周至县厚畛子,1414,29.8,419,73,32,6,10.7,0,0,0,0,0,0
3537,2014/8/26,周至县广济,1623,36.2,312,64,42,25.4,5,0,0,0,0,1,0
3538,2010/9/22,长安区蒿沟,1101,28.1,245,40,28,4,14,3,1,1,1,1,0
3539,2012/5/27,鄠邑区甘河,2231,44.5,180,51,27,4.4,12.3,0,0,0,0,0,0
3540,2022/8/24,未央区六村堡,684,24.1,546,30,16,1.2,26.7,1,0,0,0,0,0
3541,2020/7/7,长安区小峪,1753,35,75,76,69,4.1,33.7,2,1,1,1,1,0
3542,2010/9/22,周至县广济,1903,31.2,469,40,39,3.9,20,0,0,1,0,0,0
3543,2010/8/21,周至县马召,1103,25.4,601,89,37,4.4,16.8,4,0,0,0,0,0
3544,2017/7/3,长安区太乙宫,1672,41.6,1,89,20,1.3,30.8,0,0,1,1,0,0
3545,2017/7/9,周至县王家河,887,39.6,280,40,31,1.5,41.3,5,1,0,0,1,0
3546,2019/8/31,鄠邑区涝峪,1598,36.1,62,69,29,13.8,5,4,0,0,0,1,0
3547,2012/9/5,未央区六村堡,717,13.4,123,31,16,4.1,7.8,1,1,1,1,1,1
3548,2019/8/3,蓝田县九间房,1144,33.2,41,77,58,11.8,9.8,5,0,1,0,1,0
3549,2011/5/23,临潼区代王,913,45.4,255,31,27,10.6,5.1,0,0,1,0,0,0
3550,2011/5/11,临潼区零口,526,29.9,79,47,61,6,20.3,0,1,1,1,1,0
3551,2018/11/15,长安区蒿沟,872,24.5,176,59,22,1.7,25.9,0,0,0,0,0,0
3552,2020/11/6,长安区蒿沟,994,39.4,570,40,52,3.1,33.5,2,1,0,0,0,0
3553,2016/9/3,长安区蒿沟,1176,35,408,81,34,1.9,35.8,3,0,1,0,1,0
3554,2014/7/7,鄠邑区祖庵,2499,35.2,325,95,50,2.4,41.7,3,1,1,1,1,0
3555,2020/5/25,高陵区耿镇,560,14.8,205,41,24,2,24,4,0,0,0,0,1
3556,2010/7/31,周至县马召,2435,27.3,81,44,48,3.4,28.2,4,1,1,1,0,0
3557,2017/6/14,周至县马召,1098,36.8,395,41,21,9,5,0,1,0,1,1,0
3558,2017/7/30,长安区引镇,1659,30.5,512,65,20,3.6,11.1,0,0,0,0,0,0
3559,2023/8/18,长安区子午峪,1685,31.4,135,40,27,2,27,0,1,1,1,0,1
3560,2023/5/2,长安区子午峪,1044,46.3,229,48,30,3.4,17.6,3,1,1,1,0,0
3561,2013/8/4,鄠邑区蒋村,1025,44.4,143,65,23,1.6,28.8,5,0,1,0,1,0
3562,2012/9/20,周至县王家河,1331,33.3,122,78,27,1.8,30,0,0,0,0,0,0
3563,2021/9/18,鄠邑区甘河,1982,25.4,1500,77,20,3,13.3,0,0,0,0,0,0
3564,2016/9/16,蓝田县葛牌,1050,26.8,37,40,59,5.5,21.5,2,1,1,1,1,0
3565,2015/6/5,灞桥区洪庆,769,20.4,111,45,26,4.3,12.1,1,1,0,0,0,0
3566,2018/6/5,周至县广济,1606,38.5,578,66,30,3.6,16.7,3,0,0,0,0,0
3567,2020/9/17,阎良区关山,639,24.6,790,58,13,2,13,4,0,0,0,0,0
3568,2023/3/22,长安区小峪,868,38.4,3,95,27,2.6,20.8,0,1,0,0,0,0
3569,2017/7/13,雁塔区电子城,659,11.5,52,30,18,3.3,10.9,1,0,1,0,0,0
3570,2018/5/3,鄠邑区玉蝉,1934,30.6,204,57,35,1.4,50,4,0,1,0,0,0
3571,2011/7/2,长安区太乙宫,2366,33.2,119,42,73,9.6,15.2,2,1,1,0,0,1
3572,2019/9/1,周至县王家河,1705,40.8,20,44,46,6.2,14.8,4,0,1,0,0,0
3573,2017/8/20,未央区谭家,537,27.7,567,30,16,2.1,15.2,1,1,0,1,0,0
3574,2018/10/19,长安区子午峪,2328,47,429,95,35,11.2,6.2,0,1,1,1,1,0
3575,2011/7/13,长安区引镇,2185,45.6,166,40,25,1.5,33.3,2,1,1,1,1,0
3576,2012/7/8,雁塔区电子城,326,23.7,261,30,16,1.4,22.9,1,1,0,0,1,0
3577,2010/8/26,鄠邑区玉蝉,1801,34.6,707,40,43,4.4,19.5,4,1,1,0,0,0
3578,2018/7/19,未央区六村堡,593,21.1,27,63,16,3.1,10.3,1,0,1,1,1,1
3579,2014/6/30,蓝田县汤峪,913,32.1,14,94,63,8.2,15.4,0,0,1,1,1,0
3580,2013/8/7,灞桥区席王,483,22.6,87,59,24,2.7,17.8,1,1,0,0,0,1
3581,2015/7/4,长安区子午峪,1800,40,218,87,39,4.7,16.6,3,0,1,1,1,0
3582,2017/7/11,灞桥区狄寨,433,19,86,30,20,1,40,1,1,1,1,1,0
3583,2022/9/22,未央区六村堡,566,18.2,34,30,19,1.2,31.7,1,0,1,0,0,0
3584,2011/9/29,蓝田县葛牌,1654,40.3,325,40,20,4.3,9.3,2,1,0,1,1,1
3585,2011/10/7,蓝田县葛牌,1515,36.8,7,40,20,3.3,12.1,3,0,1,0,0,0
3586,2022/9/27,蓝田县蓝关,890,35.9,207,85,25,1.6,31.2,3,1,1,1,1,0
3587,2014/9/12,临潼区代王,565,38.9,648,78,26,1.1,47.3,0,0,0,0,0,0
3588,2021/10/8,临潼区代王,714,47.7,263,56,54,1.5,72,2,1,1,1,1,0
3589,2010/6/29,临潼区骊山,427,35.6,421,30,131,6.8,38.5,1,1,1,1,1,1
3590,2014/7/8,蓝田县玉川,867,36.4,21,40,86,5.9,29.2,3,1,1,1,0,1
3591,2018/6/17,灞桥区洪庆,877,14.7,222,30,21,1.8,23.3,1,1,0,1,1,0
3592,2016/7/17,长安区小峪,1031,37.5,1103,94,20,5.8,6.9,3,0,0,0,0,0
3593,2012/9/23,鄠邑区蒋村,2020,32.3,558,76,37,2.5,29.6,0,0,1,0,0,0
3594,2023/7/7,灞桥区洪庆,925,17,486,30,42,5.4,15.6,1,0,1,0,1,0
3595,2012/4/18,周至县马召,2190,25.8,123,78,22,4.5,9.8,4,0,0,0,1,0
3596,2023/7/7,长安区太乙宫,920,50,201,54,38,9.5,8,0,1,1,1,0,0
3597,2012/9/19,未央区六村堡,319,16,5,46,10,1,20,1,1,1,1,1,0
3598,2023/11/4,长安区蒿沟,1286,31.9,97,66,58,2.3,50.4,3,1,1,1,0,0
3599,2020/8/7,未央区谭家,973,27.4,605,30,15,1,30,1,0,0,0,0,0
3600,2017/9/6,长安区引镇,2460,27,49,84,28,2,28,0,0,0,0,0,0
3601,2013/7/21,蓝田县蓝关,2375,36.3,148,45,25,3.5,14.3,5,1,1,1,0,0
3602,2015/9/6,鄠邑区蒋村,1594,42.9,138,84,30,4.2,14.3,3,1,1,1,0,0
3603,2020/8/24,蓝田县蓝关,2353,50,29,95,31,4.8,12.9,0,0,1,0,1,0
3604,2011/8/13,高陵区鹿苑,728,25.2,59,38,20,2.4,16.7,1,1,0,0,0,0
3605,2021/8/5,未央区未央宫,303,12.8,164,30,32,3.4,18.8,1,1,1,1,0,1
3606,2017/7/27,周至县王家河,2077,39.8,11,68,22,6.1,7.2,3,1,1,0,0,0
3607,2021/8/17,长安区太乙宫,1468,29,302,82,42,4.7,17.9,3,0,0,0,1,0
3608,2018/7/14,阎良区关山,437,12.4,1180,30,27,3.6,15,4,0,1,1,0,1
3609,2020/8/19,灞桥区席王,613,22.8,166,48,18,1.6,22.5,1,0,1,0,1,0
3610,2014/8/11,临潼区骊山,627,30.2,211,30,20,3.1,12.9,0,1,1,1,0,0
3611,2014/6/10,蓝田县蓝关,2214,38.7,247,82,42,10.1,8.3,3,1,1,0,0,0
3612,2020/8/8,周至县马召,2006,28.8,48,83,20,3.3,12.1,3,0,0,0,0,0
3613,2020/8/29,长安区沣峪,2025,45.4,665,87,41,1,80,0,0,1,1,0,0
3614,2021/8/2,周至县厚畛子,1089,41,59,75,20,1.9,21.1,5,0,1,1,1,0
3615,2017/7/7,蓝田县玉川,1486,42.4,271,95,58,4.9,23.7,2,1,1,1,1,0
3616,2010/5/21,周至县板房子,1991,35.6,24,78,39,2.3,33.9,3,0,0,0,0,0
3617,2011/8/30,高陵区通远,355,17.1,90,54,22,1.9,23.2,4,0,1,1,1,1
3618,2016/4/27,鄠邑区祖庵,2439,36.9,81,43,35,4.3,16.3,4,0,1,0,0,1
3619,2010/8/2,阎良区武屯,560,14.1,113,30,19,3.2,11.9,4,1,1,1,1,0
3620,2022/9/1,长安区沣峪,1023,50,318,91,20,1.3,30.8,3,0,1,1,0,0
3621,2023/9/12,蓝田县蓝关,1130,38.4,1008,95,20,3.8,10.5,3,0,0,0,0,0
3622,2018/7/28,雁塔区电子城,472,18.3,44,48,23,2,23,1,0,0,0,0,1
3623,2011/8/25,蓝田县九间房,881,35.7,140,88,53,9.7,10.9,3,1,1,1,0,0
3624,2010/11/20,灞桥区白鹿塬,394,17.4,183,60,17,2.6,13.1,1,1,1,0,0,0
3625,2020/7/17,蓝田县葛牌,2099,28.4,220,76,35,2.4,29.2,2,0,0,0,0,0
3626,2021/7/6,灞桥区洪庆,945,25.6,284,41,25,1,50,1,1,1,1,1,1
3627,2015/8/6,雁塔区电子城,567,17.8,317,30,29,1.6,36.2,0,1,1,1,0,0
3628,2018/6/16,周至县板房子,2124,30.1,218,83,23,1.1,41.8,3,1,0,0,0,0
3629,2013/5/22,灞桥区席王,697,19.5,456,80,17,2.1,16.2,1,1,0,1,0,0
3630,2015/9/7,高陵区通远,405,24.6,51,42,26,4,13,1,1,1,1,0,0
3631,2020/9/22,未央区谭家,979,17.8,455,41,18,1.8,20,1,1,1,0,0,0
3632,2020/11/16,鄠邑区蒋村,942,23.5,457,40,49,10.2,9.6,0,0,0,0,0,0
3633,2014/9/14,灞桥区席王,625,25.1,106,80,23,5.3,8.7,1,0,1,0,0,0
3634,2016/10/31,临潼区斜口,355,29.5,295,30,20,2.9,13.8,1,0,0,0,0,0
3635,2013/12/14,鄠邑区涝峪,1015,30.8,387,95,50,11.8,8.5,3,0,0,0,0,0
3636,2012/5/17,蓝田县葛牌,1723,25.3,365,85,20,2.7,14.8,3,0,0,0,0,0
3637,2020/5/15,临潼区代王,818,34.7,115,74,22,1.7,25.9,1,0,1,1,0,0
3638,2019/8/14,长安区沣峪,1167,32.6,63,64,25,2.2,22.7,2,0,1,0,1,0
3639,2018/8/29,蓝田县葛牌,1129,37.7,103,87,21,3.5,12,3,1,0,0,0,0
3640,2019/9/27,阎良区武屯,423,26.2,29,30,19,1,38,2,1,1,1,1,0
3641,2012/5/22,鄠邑区蒋村,1425,23.2,58,51,37,5.1,14.5,0,0,0,0,0,0
3642,2022/12/3,蓝田县葛牌,1416,38.7,294,95,30,1.3,46.2,2,1,1,1,1,0
3643,2021/8/1,雁塔区杜城,449,16.2,62,48,19,1.1,34.5,1,0,1,0,0,1
3644,2012/8/28,灞桥区白鹿塬,538,13.6,427,37,19,3.6,10.6,1,0,1,1,1,0
3645,2018/10/31,雁塔区电子城,920,17,999,57,40,3.2,25,0,0,1,0,0,0
3646,2018/9/21,蓝田县九间房,1446,25,186,70,25,1,50,5,0,0,0,0,0
3647,2017/8/15,周至县厚畛子,1095,36.7,17,65,89,34,5.2,0,1,1,0,1,0
3648,2020/5/27,周至县马召,1464,31.8,33,65,65,2,65,3,1,1,1,1,0
3649,2017/8/14,高陵区通远,831,16.2,206,47,10,1,20,4,1,1,1,0,0
3650,2015/7/13,周至县马召,922,27.7,486,95,44,5.1,17.3,3,0,1,1,0,0
3651,2015/6/10,雁塔区电子城,804,21.9,252,32,42,3,28,1,0,1,1,1,0
3652,2021/7/23,灞桥区白鹿塬,814,30.3,248,80,45,6.7,13.4,1,1,1,1,1,0
3653,2016/8/30,蓝田县玉川,1031,34.4,23,55,20,3.3,12.1,3,0,1,0,1,0
3654,2021/7/31,蓝田县蓝关,840,25.6,683,85,20,2.4,16.7,3,1,0,0,0,1
3655,2012/5/5,长安区引镇,1543,45.1,220,40,28,2.1,26.7,3,1,1,1,1,0
3656,2017/9/21,灞桥区洪庆,312,10.4,61,30,39,4.6,17,1,0,0,0,1,0
3657,2011/5/27,蓝田县九间房,1545,38.4,509,72,21,2.7,15.6,3,1,0,1,0,0
3658,2020/9/21,雁塔区曲江,863,15,127,30,21,1,42,0,1,1,1,0,1
3659,2022/9/29,鄠邑区甘河,1089,35,625,92,70,6.7,20.9,3,0,1,1,1,0
3660,2011/2/5,灞桥区狄寨,612,26.2,208,37,21,3,14,1,0,1,0,0,0
3661,2019/8/1,灞桥区白鹿塬,700,20.9,72,30,15,1.2,25,1,0,1,0,0,0
3662,2014/9/23,周至县广济,1343,27,47,56,31,2.7,23,5,0,0,0,0,0
3663,2013/8/21,长安区太乙宫,1026,27,32,64,49,4.8,20.4,3,0,1,0,0,0
3664,2014/9/23,长安区小峪,1020,35.9,523,95,28,3.1,18.1,0,0,1,1,1,0
3665,2015/7/19,长安区小峪,2426,34.6,64,42,38,8.4,9,2,0,1,1,1,0
3666,2015/12/31,未央区谭家,786,27.5,586,49,23,5.8,7.9,1,1,0,0,0,0
3667,2014/8/17,临潼区零口,777,31.2,542,30,42,7,12,0,0,0,0,0,0
3668,2023/8/7,临潼区骊山,320,20.4,280,65,30,1.4,42.9,2,0,0,0,1,0
3669,2022/9/8,高陵区耿镇,430,22.2,63,42,10,1,20,4,0,1,0,0,1
3670,2020/10/3,周至县马召,1310,34.8,462,40,26,2.6,20,5,1,1,1,1,1
3671,2022/11/7,灞桥区席王,856,16.3,620,43,18,1.9,18.9,1,1,0,1,1,0
3672,2022/10/16,雁塔区曲江,490,25.6,180,46,33,1,66,1,1,1,1,0,1
3673,2014/9/22,长安区蒿沟,2230,32.1,119,95,25,4,12.5,2,1,1,0,0,0
3674,2010/8/14,长安区沣峪,2200,42.1,466,45,51,7.5,13.6,2,1,1,1,1,0
3675,2012/6/9,蓝田县汤峪,2017,35.7,94,88,99,10.4,19,0,1,0,1,1,1
3676,2013/8/27,鄠邑区玉蝉,2293,39.5,54,46,41,1.6,51.2,3,1,1,1,1,0
3677,2022/6/15,长安区引镇,870,24.9,226,84,101,9.2,22,0,0,0,0,0,0
3678,2019/8/8,长安区太乙宫,1172,31,337,45,29,2.5,23.2,0,1,1,1,1,0
3679,2013/9/29,长安区蒿沟,2070,21.1,119,40,34,1.3,52.3,2,1,1,1,1,0
3680,2017/5/26,周至县广济,1189,49.2,113,50,35,25.6,5,3,0,0,0,0,0
3681,2019/5/24,雁塔区杜城,798,17.6,436,71,51,1.5,68,1,0,1,1,0,1
3682,2019/8/23,长安区子午峪,1618,26.3,682,47,22,3.3,13.3,2,1,0,1,1,0
3683,2013/7/30,雁塔区杜城,661,14.6,177,38,15,2,15,1,0,1,0,0,0
3684,2017/9/15,鄠邑区玉蝉,1851,39.6,136,64,21,2.9,14.5,3,1,1,1,0,0
3685,2018/8/23,长安区小峪,1725,26.3,343,95,39,3.2,24.4,0,0,0,0,1,0
3686,2016/8/29,蓝田县蓝关,2445,28.3,106,47,90,4.8,37.5,0,1,1,1,1,1
3687,2018/8/11,高陵区鹿苑,755,24.1,53,30,14,5.3,5.3,4,0,1,0,0,0
3688,2021/10/19,灞桥区洪庆,523,21.7,413,69,22,4.6,9.6,1,0,0,0,0,0
3689,2018/7/6,临潼区斜口,474,47.8,740,30,49,9.3,10.5,0,1,1,1,0,0
3690,2011/12/29,长安区太乙宫,1143,26.9,76,60,50,4.6,21.7,2,1,0,0,0,0
3691,2011/9/27,蓝田县九间房,1868,43.6,1500,95,30,1.2,50,0,1,0,0,0,0
3692,2010/8/24,未央区六村堡,635,13,255,51,19,1,38,1,0,0,0,0,0
3693,2013/9/16,周至县厚畛子,2096,47.9,49,93,38,5,15.2,3,1,1,1,1,0
3694,2012/2/27,周至县板房子,983,27.2,753,82,30,5.8,10.3,5,0,0,0,0,0
3695,2013/7/20,长安区蒿沟,1596,24.7,551,46,34,3.8,17.9,0,0,0,0,0,0
3696,2013/8/25,灞桥区席王,912,19.4,16,30,22,3.8,11.6,1,0,0,0,0,0
3697,2010/8/18,临潼区代王,536,36.7,146,61,47,11.9,7.9,2,1,0,0,1,0
3698,2015/10/29,临潼区斜口,789,38.8,99,57,60,8.5,14.1,2,1,1,0,1,0
3699,2013/8/8,长安区太乙宫,1185,43.6,233,67,25,4.1,12.2,3,0,1,1,1,0
3700,2015/5/30,长安区引镇,1510,38,166,40,37,2.9,25.5,3,1,1,1,0,0
3701,2020/7/3,长安区沣峪,1057,34.4,72,86,46,9.8,9.4,2,1,0,1,1,0
3702,2011/6/29,鄠邑区蒋村,2313,45.4,5,40,24,2.1,22.9,5,1,0,1,1,0
3703,2015/8/21,灞桥区洪庆,390,21,221,30,14,1,28,1,0,1,0,0,0
3704,2015/10/25,雁塔区电子城,920,19.4,940,56,21,1.7,24.7,1,0,0,0,0,0
3705,2022/11/11,临潼区斜口,863,37.9,408,80,28,4.4,12.7,2,1,1,1,1,0
3706,2016/8/28,临潼区骊山,619,46.2,122,59,20,3.7,10.8,2,0,1,0,1,0
3707,2014/8/10,周至县王家河,1677,46.9,471,77,20,1.2,33.3,3,1,0,0,0,0
3708,2017/6/29,临潼区骊山,321,44.4,188,45,26,6.3,8.3,1,1,1,0,0,1
3709,2016/10/9,周至县王家河,1503,31.2,318,51,20,1,40,4,0,1,1,1,0
3710,2015/9/29,未央区未央宫,846,17.7,490,45,12,1.4,17.1,1,1,1,1,1,0
3711,2022/9/1,长安区太乙宫,1555,38.9,251,94,20,1,40,0,1,0,0,0,0
3712,2015/10/11,鄠邑区玉蝉,1784,36.5,52,73,56,12.2,9.2,0,0,1,1,1,1
3713,2023/9/18,长安区蒿沟,1677,24,229,89,30,4.6,13,0,0,0,0,0,0
3714,2022/7/29,长安区蒿沟,815,35.8,435,40,67,11,12.2,2,1,1,1,0,0
3715,2022/9/27,长安区蒿沟,1772,41.5,871,72,36,3.8,18.9,0,0,0,0,1,0
3716,2011/9/17,灞桥区洪庆,712,10,259,30,11,1.1,20,1,1,0,1,0,0
3717,2020/8/23,长安区子午峪,864,26,832,40,24,4.5,10.7,3,0,0,0,0,0
3718,2020/9/23,蓝田县玉川,2014,30.4,201,40,59,3.6,32.8,3,1,1,0,1,1
3719,2011/1/13,长安区引镇,1332,33.7,746,87,36,3.5,20.6,2,1,0,1,1,0
3720,2015/5/25,鄠邑区蒋村,1914,30.8,457,95,65,10.1,12.9,5,0,1,1,1,0
3721,2015/7/31,蓝田县玉川,839,38.7,50,84,32,1.8,35.6,5,0,0,0,0,1
3722,2022/9/13,灞桥区洪庆,708,21.3,569,80,33,3.8,17.4,1,1,0,0,1,0
3723,2022/9/21,鄠邑区甘河,1938,50,260,91,47,8.2,11.5,3,0,0,0,0,0
3724,2023/8/13,临潼区零口,560,36.8,134,30,39,4.1,19,1,1,0,0,1,1
3725,2016/7/30,灞桥区席王,305,23.3,1219,30,18,1.6,22.5,1,0,0,0,0,0
3726,2011/10/16,灞桥区席王,966,22.8,1000,40,13,2.8,9.3,1,0,0,0,0,0
3727,2013/9/10,鄠邑区玉蝉,1859,40.2,73,85,33,3,22,4,1,1,0,0,0
3728,2023/7/22,长安区沣峪,1601,20,663,59,30,1.3,46.2,3,0,0,0,0,0
3729,2013/6/3,鄠邑区玉蝉,1209,33,371,75,46,7.5,12.3,5,0,0,0,0,0
3730,2015/8/27,鄠邑区涝峪,818,47.1,35,86,57,7.6,15,3,0,0,0,0,0
3731,2016/8/5,周至县马召,2090,29.9,516,86,21,1.3,32.3,3,0,0,0,0,0
3732,2020/8/26,长安区引镇,1033,38.7,1,43,23,1.7,27.1,0,0,0,0,1,0
3733,2018/9/30,临潼区代王,920,34,39,41,20,3,13.3,2,1,1,0,0,0
3734,2015/7/31,蓝田县汤峪,2317,28.9,1137,62,20,1.5,26.7,5,1,0,0,0,0
3735,2018/5/3,周至县广济,1207,28.2,66,59,43,6.7,12.8,3,0,0,0,0,0
3736,2017/7/14,临潼区零口,545,20,339,68,42,2.6,32.3,2,0,0,0,1,1
3737,2016/7/7,鄠邑区甘河,2151,44.9,1500,40,20,1.6,25,4,0,1,0,0,0
3738,2021/5/30,长安区子午峪,1242,41.3,239,69,33,3.8,17.4,3,1,0,1,1,0
3739,2016/7/9,临潼区斜口,848,31.3,92,61,21,1.8,23.3,2,1,1,1,0,0
3740,2010/9/28,临潼区代王,629,28.8,1224,30,24,2.2,21.8,1,0,0,0,0,0
3741,2017/9/3,长安区蒿沟,1587,38,288,59,20,2.6,15.4,0,0,1,1,1,0
3742,2014/2/10,蓝田县葛牌,1755,27.8,47,40,58,3.9,29.7,2,1,1,1,1,0
3743,2016/8/6,未央区六村堡,515,16.9,248,80,13,1.9,13.7,1,0,1,1,1,1
3744,2018/8/11,蓝田县蓝关,1660,36.6,253,90,39,3.3,23.6,2,0,0,0,0,0
3745,2015/5/28,周至县广济,1599,34.8,562,73,20,1,40,4,1,0,0,0,0
3746,2011/7/22,鄠邑区甘河,1316,40.8,386,73,23,2.1,21.9,0,1,0,1,1,0
3747,2022/7/28,鄠邑区甘河,1429,35.3,36,82,20,5,8,3,0,0,0,0,0
3748,2011/5/15,周至县王家河,2245,20,788,65,20,4.1,9.8,0,0,0,0,0,0
3749,2014/8/31,灞桥区席王,458,19.1,35,30,14,1.8,15.6,1,1,0,1,0,0
3750,2013/9/15,灞桥区白鹿塬,729,16.1,477,30,22,4.1,10.7,1,1,1,1,0,0
3751,2012/12/5,周至县王家河,975,40.1,687,90,52,11.4,9.1,4,0,1,1,1,0
3752,2010/10/5,临潼区斜口,878,31.5,977,63,44,4.3,20.5,1,1,0,1,1,0
3753,2017/12/24,蓝田县蓝关,1536,37.3,103,52,20,1.8,22.2,0,0,1,1,1,0
3754,2020/6/5,灞桥区狄寨,909,29.1,118,70,35,3.3,21.2,1,0,1,1,0,1
3755,2022/9/8,阎良区武屯,522,22,61,30,14,1,28,4,1,0,0,0,1
3756,2015/7/8,蓝田县汤峪,2093,35,36,90,32,3.6,17.8,0,0,1,0,0,1
3757,2013/11/26,周至县板房子,2466,43,486,69,34,4.6,14.8,4,0,1,1,1,0
3758,2021/7/6,灞桥区席王,974,20.5,221,30,19,2,19,1,0,1,0,0,0
3759,2015/7/15,蓝田县葛牌,962,26.9,2,66,38,2.9,26.2,3,0,1,0,0,0
3760,2017/7/29,鄠邑区涝峪,2386,39.2,1095,58,24,1.1,43.6,0,1,0,0,0,0
3761,2014/9/5,临潼区骊山,711,32.2,415,62,32,2.1,30.5,0,1,0,1,1,0
3762,2011/5/7,蓝田县玉川,2246,22,46,64,20,2.1,19,3,0,1,1,1,0
3763,2015/7/13,临潼区代王,505,29.9,644,71,32,3.6,17.8,1,0,0,0,0,0
